,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
2677,111,1965,3914117,2.92,-2309.0,15.6,7.5,3,6.8,93
2678,111,1960,3388764,2.77,-5025.0,15.8,7.4,3,5.8,93
2679,111,1955,2955541,2.92,1000.0,15.6,7.3,2,5.3,93
2697,112,1955,41086100,1.65,674.0,19.1,6.35,45,12.1,13
2715,113,2020,25778816,0.44,-5403.0,35.3,1.91,214,62.5,54
2716,113,2019,25666161,0.46,-5403.0,34.4,1.93,213,62.3,54
2717,113,2018,25549604,0.47,-5403.0,34.4,1.93,212,62.0,52
2718,113,2017,25429825,0.48,-5403.0,34.4,1.93,211,61.8,52
2719,113,2016,25307665,0.49,-5403.0,34.4,1.93,210,61.6,51
2720,113,2015,25183833,0.51,-5403.0,34.1,1.93,209,61.4,51
2721,113,2010,24548836,0.53,-4936.0,33.0,1.95,204,60.5,48
2722,113,2005,23904167,0.84,-3438.0,31.5,2.0,199,59.8,46
2723,113,2000,22929075,0.96,-2786.0,29.4,2.01,190,59.4,45
2724,113,1995,21862299,1.5,0.0,27.3,2.25,182,59.0,42
2725,113,1990,20293054,1.46,0.0,25.0,2.36,169,58.4,41
2726,113,1985,18877238,1.56,0.0,23.5,2.8,157,57.6,40
2727,113,1980,17472140,1.43,0.0,21.8,2.85,145,56.9,39
2728,113,1975,16274740,2.46,0.0,19.6,4.0,135,56.7,37
2729,113,1970,14410400,2.81,0.0,21.0,4.39,120,54.2,37
2730,113,1965,12547525,1.89,0.0,21.1,3.85,104,45.1,36
2731,113,1960,11424176,2.52,0.0,19.9,5.12,95,40.2,36
2733,114,2020,2083374,0.0,-1000.0,39.1,1.5,83,58.6,148
2734,114,2019,2083459,0.02,-1000.0,37.8,1.5,83,58.3,148
2735,114,2018,2082957,0.05,-1000.0,37.8,1.5,83,58.0,148
2736,114,2017,2081996,0.06,-1000.0,37.8,1.5,83,57.8,147
2737,114,2016,2080743,0.07,-1000.0,37.8,1.5,83,57.6,146
2738,114,2015,2079328,0.08,-1771.0,37.4,1.5,82,57.4,146
2739,114,2010,2070741,0.1,-1480.0,35.7,1.46,82,57.1,144
2740,114,2005,2060273,0.25,-2914.0,34.0,1.64,82,57.5,143
2741,114,2000,2034819,0.51,-1000.0,32.3,1.83,81,58.5,143
2742,114,1995,1983252,-0.13,-20021.0,30.7,2.12,79,59.6,143
2743,114,1990,1996228,0.15,-19764.0,29.2,2.27,79,57.8,142
2744,114,1985,1981534,0.59,-14550.0,27.6,2.45,79,55.7,137
2745,114,1980,1924197,1.31,-2950.0,25.9,2.54,76,53.5,134
2746,114,1975,1803010,0.94,-12200.0,24.0,2.86,71,50.6,133
2747,114,1970,1720800,1.56,-5796.0,22.5,3.44,68,47.1,133
2748,114,1965,1592433,1.36,-8188.0,21.7,3.65,63,40.4,129
2749,114,1960,1488667,1.35,-8988.0,21.5,4.14,59,34.0,131
2750,114,1955,1392449,2.11,0.0,21.6,5.06,55,28.4,129
2768,115,2020,5421241,0.79,28000.0,39.8,1.68,15,83.4,119
2769,115,2019,5378857,0.77,28000.0,39.3,1.79,15,83.0,119
2770,115,2018,5337962,0.79,28000.0,39.3,1.79,15,82.5,118
2771,115,2017,5296326,0.86,28000.0,39.3,1.79,14,82.0,118
2772,115,2016,5250949,0.98,28000.0,39.3,1.79,14,81.5,118
2775,115,2005,4632364,0.58,13480.0,38.0,1.81,13,77.7,116
2776,115,2000,4499367,0.6,11755.0,36.9,1.86,12,76.0,115
2777,115,1995,4366995,0.56,9381.0,36.1,1.89,12,73.8,114
2778,115,1990,4247285,0.45,7743.0,35.4,1.8,12,72.0,114
2779,115,1985,4153105,0.33,4961.0,34.6,1.69,11,71.3,108
2780,115,1980,4086076,0.39,4146.0,33.3,1.81,11,70.5,104
2781,115,1975,4008031,0.67,3174.0,32.4,2.35,11,68.2,100
2782,115,1970,3876060,0.8,836.0,32.9,2.8,11,65.4,96
2783,115,1965,3724463,0.78,-455.0,34.1,2.9,10,57.6,86
2784,115,1960,3582507,0.87,-1888.0,34.3,2.84,10,49.9,90
2785,115,1955,3430340,0.99,-792.0,33.6,2.6,9,50.2,86
2793,116,2005,2511251,2.06,3000.0,22.9,3.2,8,72.4,140
2794,116,2000,2267973,0.57,-38674.0,20.9,4.46,7,71.6,141
2795,116,1995,2204277,4.0,20940.0,20.9,6.27,7,71.7,139
2796,116,1990,1812161,3.88,2234.0,17.9,7.85,6,66.1,144
2797,116,1985,1498418,5.36,16300.0,17.5,8.32,5,57.1,145
2799,116,1975,882047,4.03,5094.0,17.1,7.41,3,38.2,148
2800,116,1970,723851,2.98,-1000.0,16.9,7.31,2,29.7,148
2801,116,1965,625009,2.53,-2000.0,17.4,7.25,2,22.3,149
2802,116,1960,551740,2.16,-2000.0,18.0,7.25,2,16.4,150
2803,116,1955,495818,1.67,-2000.0,18.5,7.25,2,12.0,149
2821,117,1955,40488030,1.52,-1651.0,20.1,6.6,53,19.7,14
2839,118,2020,4314767,1.61,11200.0,29.7,2.47,58,68.0,128
2840,118,2019,4246439,1.67,11200.0,28.7,2.57,57,67.7,128
2841,118,2018,4176869,1.71,11200.0,28.7,2.57,56,67.5,128
2842,118,2017,4106769,1.73,11200.0,28.7,2.57,55,67.2,129
2843,118,2016,4037078,1.73,11200.0,28.7,2.57,54,67.0,130
2844,118,2015,3968487,1.73,5621.0,28.4,2.6,53,66.7,131
2845,118,2010,3642687,1.81,4449.0,27.2,2.63,49,65.1,130
2846,118,2005,3330217,1.91,3224.0,25.9,2.68,45,63.7,131
2847,118,2000,3030328,2.04,1959.0,24.5,2.81,41,62.2,134
2848,118,1995,2739668,2.09,391.0,23.1,2.92,37,58.1,131
2849,118,1990,2470947,2.17,-1879.0,21.7,3.24,33,53.9,132
2850,118,1985,2219201,2.32,-2541.0,20.3,3.63,30,52.1,133
2851,118,1980,1978487,2.54,-2815.0,19.1,4.19,27,50.4,133
2852,118,1975,1745138,2.81,-2458.0,18.3,4.88,23,49.0,134
2853,118,1970,1519285,2.94,-2538.0,17.8,5.41,20,47.6,135
2854,118,1965,1314677,3.02,-2386.0,17.8,5.79,18,44.4,137
2855,118,1960,1132997,2.92,-2451.0,18.0,5.87,15,41.2,135
2856,118,1955,981080,2.68,-2813.0,18.4,5.76,13,38.5,137
2857,119,2020,8947024,1.95,-800.0,22.4,3.59,20,13.1,98
2858,119,2019,8776109,1.97,-800.0,21.7,3.79,19,13.0,98
2859,119,2018,8606323,1.99,-800.0,21.7,3.79,19,12.9,99
2860,119,2017,8438036,2.01,-800.0,21.7,3.79,19,12.8,100
2861,119,2016,8271762,2.02,-800.0,21.7,3.79,18,12.8,100
2862,119,2015,8107775,2.09,-800.0,21.5,3.84,18,12.7,100
2863,119,2010,7310507,2.39,7716.0,20.9,4.13,16,12.7,101
2864,119,2005,6494903,2.12,-16883.0,20.4,4.39,14,12.7,101
2865,119,2000,5847586,2.43,-5216.0,19.8,4.64,13,12.6,102
2866,119,1995,5187060,2.36,-4223.0,19.3,4.7,11,13.3,103
2867,119,1990,4615839,2.49,945.0,18.7,4.97,10,14.0,106
2868,119,1985,4081030,2.7,2141.0,18.2,5.47,9,13.0,109
2869,119,1980,3571205,2.61,-1729.0,18.0,5.87,8,12.1,111
2870,119,1975,3139945,2.44,-1284.0,18.0,6.09,7,10.9,112
2871,119,1970,2783121,2.29,1895.0,18.0,6.21,6,8.9,114
2872,119,1965,2485437,1.96,1172.0,18.2,6.28,5,4.9,113
2873,119,1960,2255859,1.58,631.0,18.9,6.26,5,3.3,113
2874,119,1955,2086247,0.83,-2465.0,19.5,6.24,5,2.2,113
2875,120,2020,7132538,1.25,-16556.0,26.3,2.45,18,61.6,106
2876,120,2019,7044636,1.27,-16556.0,25.0,2.57,18,61.3,106
2877,120,2018,6956066,1.3,-16556.0,25.0,2.57,18,61.1,107
2878,120,2017,6867061,1.32,-16556.0,25.0,2.57,17,60.8,107
2879,120,2016,6777872,1.33,-16556.0,25.0,2.57,17,60.6,107
2880,120,2015,6688746,1.37,-17426.0,24.7,2.6,17,60.3,107
2881,120,2010,6248020,1.42,-23580.0,23.1,2.89,16,58.9,107
2882,120,2005,5824096,1.81,-9430.0,21.7,3.24,15,57.3,103
2883,120,2000,5323201,2.19,-8818.0,20.3,3.88,13,55.1,107
2884,120,1995,4776843,2.49,-6236.0,19.6,4.31,12,52.0,109
2885,120,1990,4223415,2.81,-3468.0,19.3,4.77,11,48.6,115
2886,120,1985,3676210,2.93,-4262.0,18.9,5.12,9,44.9,116
2887,120,1980,3181625,2.65,-9312.0,18.4,5.2,8,41.7,118
2888,120,1975,2791241,2.44,-11822.0,17.6,5.35,7,39.0,121
2889,120,1970,2474763,2.64,-13234.0,16.7,6.15,6,37.1,120
2890,120,1965,2172306,2.67,-14186.0,16.1,6.45,5,36.2,120
2891,120,1960,1903982,2.61,-15004.0,16.0,6.5,5,35.5,120
2892,120,1955,1673665,2.58,-15874.0,16.2,6.5,4,35.1,120
2904,121,1985,19772872,2.42,-35100.0,19.2,4.73,15,66.1,38
2905,121,1980,17547610,2.61,-18820.0,18.5,5.37,14,63.9,38
2906,121,1975,15424744,2.76,-16520.0,17.9,6.03,12,60.7,39
2907,121,1970,13459794,2.82,-9780.0,17.6,6.55,11,56.9,39
2908,121,1965,11711392,2.89,-5860.0,17.7,6.88,9,51.4,44
2909,121,1960,10155015,2.77,-3900.0,18.2,6.95,8,46.4,40
2910,121,1955,8858389,2.64,-3100.0,18.7,6.95,7,43.5,44
2927,122,1960,26269734,3.45,-30783.0,16.5,7.27,88,30.3,23
2928,122,1955,22177058,3.6,-9824.0,17.2,7.42,74,28.7,23
2929,123,2020,37846611,-0.11,-29395.0,41.7,1.42,124,60.2,38
2930,123,2019,37887768,-0.09,-29395.0,40.1,1.35,124,60.3,38
2931,123,2018,37921592,-0.08,-29395.0,40.1,1.35,124,60.3,37
2932,123,2017,37953180,-0.09,-29395.0,40.1,1.35,124,60.4,36
2933,123,2016,37989220,-0.12,-29395.0,40.1,1.35,124,60.6,36
2935,123,2010,38329781,-0.02,-35691.0,38.1,1.37,125,60.9,33
2936,123,2005,38368949,-0.1,-36694.0,36.6,1.26,125,61.4,32
2937,123,2000,38556693,0.05,-17040.0,35.0,1.51,126,61.7,30
2938,123,1995,38458638,0.26,-32000.0,33.6,1.95,126,61.5,29
2940,123,1985,37133870,0.88,-23839.0,30.7,2.31,121,59.9,27
2941,123,1980,35539720,0.91,-21319.0,29.5,2.23,116,58.1,25
2942,123,1975,33970724,0.8,-34181.0,28.6,2.23,111,55.3,24
2943,123,1970,32639258,0.8,-28623.0,28.1,2.33,107,52.1,23
2944,123,1965,31360907,1.15,-12509.0,27.4,2.72,102,50.1,19
2946,123,1955,27269749,1.9,0.0,26.0,3.63,89,43.2,19
2947,124,2020,10196709,-0.29,-6000.0,46.2,1.29,111,66.5,89
2948,124,2019,10226187,-0.29,-6000.0,44.3,1.28,112,65.9,88
2949,124,2018,10256193,-0.31,-6000.0,44.3,1.28,112,65.4,88
2950,124,2017,10288527,-0.36,-6000.0,44.3,1.28,112,64.9,88
2951,124,2016,10325538,-0.41,-6000.0,44.3,1.28,113,64.4,88
2952,124,2015,10368351,-0.43,-28000.0,43.9,1.28,113,63.8,86
2953,124,2010,10596058,0.17,18427.0,41.6,1.37,116,60.9,79
2956,124,1995,10091325,0.39,29824.0,36.0,1.48,110,51.4,72
2957,124,1990,9895364,-0.07,-29575.0,34.2,1.62,108,48.2,71
2958,124,1985,9929184,0.36,-13379.0,32.1,2.01,108,45.6,65
2960,124,1975,9172241,1.18,21637.0,29.8,2.83,100,41.0,61
2978,125,1975,2844927,1.57,-8206.0,22.7,2.99,321,64.7,117
2979,125,1970,2631707,0.97,-26851.0,21.7,3.41,297,60.1,118
2980,125,1965,2507537,1.79,-18317.0,21.2,4.37,283,53.0,110
2991,126,2000,592468,2.9,5901.0,30.5,3.46,51,96.3,164
2992,126,1995,513442,1.51,-2026.0,29.0,3.74,44,95.0,164
2993,126,1990,476278,5.13,11503.0,28.7,4.4,41,92.8,164
3008,127,2005,791598,1.45,-178.0,29.0,2.45,317,96.3,160
3009,127,2000,736710,1.81,1949.0,28.0,2.33,295,91.2,159
3010,127,1995,673541,1.98,1918.0,26.1,2.41,269,86.1,159
3011,127,1990,610582,1.79,-399.0,24.0,2.71,244,81.2,160
3012,127,1985,558699,1.87,618.0,22.3,2.78,223,67.9,160
3013,127,1980,509265,0.99,-3605.0,19.8,3.12,204,53.5,160
3014,127,1975,484777,0.97,-4746.0,18.4,3.88,194,44.5,160
3015,127,1970,462025,3.41,2461.0,17.1,5.67,185,41.7,158
3016,127,1965,390775,3.09,-487.0,17.1,6.56,156,38.2,160
3017,127,1960,335693,2.85,-789.0,17.8,6.57,134,32.8,158
3018,127,1955,291658,3.29,509.0,18.8,6.93,117,27.9,160
3031,128,1980,22615639,0.86,-20000.0,30.4,2.55,98,46.1,33
3032,128,1975,21665643,1.06,-400.0,30.2,2.65,94,42.8,33
3033,128,1970,20548911,1.18,-400.0,30.6,2.87,89,40.3,32
3034,128,1965,19379568,0.81,-400.0,29.9,2.1,84,37.7,29
3035,128,1960,18613939,1.26,-400.0,28.3,2.74,81,34.2,29
3036,128,1955,17483935,1.49,-400.0,27.2,3.06,76,30.6,29
3065,129,1990,7288882,3.47,6000.0,15.3,7.8,295,5.4,85
3066,129,1985,6146891,3.59,-10000.0,15.2,8.38,249,5.0,91
3067,129,1980,5153312,3.38,-4000.0,16.0,8.43,209,4.7,91
3068,129,1975,4364706,3.04,-4000.0,16.3,8.28,177,4.0,96
3069,129,1970,3757358,3.04,4000.0,16.0,8.2,152,3.2,99
3070,129,1965,3235531,1.96,-28000.0,15.4,8.2,131,2.9,104
3071,129,1960,2935582,3.04,0.0,16.3,8.15,119,2.6,101
3072,129,1955,2527294,2.94,0.0,17.5,8.0,102,2.3,104
3124,130,2020,183627,0.46,0.0,34.5,1.44,301,18.6,189
3125,130,2019,182790,0.5,0.0,32.8,1.49,300,18.5,189
3126,130,2018,181889,0.52,0.0,32.8,1.49,298,18.4,189
3127,130,2017,180954,0.52,0.0,32.8,1.49,297,18.4,189
3128,130,2016,180024,0.5,0.0,32.8,1.49,295,18.4,189
3129,130,2015,179126,0.57,0.0,32.4,1.51,294,18.3,189
3130,130,2010,174085,1.27,872.0,30.3,1.6,285,18.3,189
3131,130,2005,163417,0.84,-161.0,26.1,1.85,268,23.1,188
3132,130,2000,156729,1.31,-308.0,24.2,2.6,257,27.8,187
3133,130,1995,146870,1.25,-1006.0,23.1,3.15,241,28.8,186
3134,130,1990,138020,1.8,-857.0,21.4,3.65,226,29.4,188
3135,130,1985,126244,1.39,-1602.0,18.9,4.2,207,28.0,188
3136,130,1980,117822,1.45,-1794.0,17.5,5.2,193,26.6,187
3137,130,1975,109627,1.06,-1941.0,16.5,5.69,180,25.2,186
3138,130,1970,104015,1.59,-1559.0,14.9,6.48,171,23.9,186
3139,130,1965,96134,1.4,-1837.0,16.4,6.79,158,22.7,178
3140,130,1960,89697,0.73,-2506.0,17.7,6.94,147,21.5,182
3141,130,1955,86477,0.88,-1746.0,20.1,6.0,142,20.3,178
3176,131,2020,110940,0.32,-200.0,32.9,1.9,284,52.9,196
3177,131,2019,110589,0.34,-200.0,31.9,1.99,284,52.6,196
3178,131,2018,110211,0.35,-200.0,31.9,1.99,283,52.2,196
3179,131,2017,109827,0.34,-200.0,31.9,1.99,282,51.8,196
3180,131,2016,109459,0.28,-200.0,31.9,1.99,281,51.5,196
3181,131,2015,109148,0.16,-587.0,31.6,2.01,280,51.1,195
3182,131,2010,108255,-0.07,-1139.0,29.2,2.13,278,49.4,193
3183,131,2005,108614,0.15,-1060.0,26.3,2.24,278,47.1,193
3184,131,2000,107784,-0.05,-1594.0,24.2,2.55,276,45.2,194
3185,131,1995,108035,0.1,-1744.0,22.3,2.85,277,43.4,193
3186,131,1990,107484,0.56,-1437.0,20.4,3.1,276,41.4,192
3187,131,1985,104506,0.77,-1470.0,19.1,3.64,268,38.6,192
3188,131,1980,100566,1.0,-1449.0,17.5,4.42,258,35.8,190
3189,131,1975,95662,1.11,-1690.0,16.1,5.54,245,33.2,188
3190,131,1970,90509,1.02,-1941.0,15.1,6.41,232,30.7,188
3191,131,1965,86011,1.21,-1871.0,14.8,7.02,221,28.2,183
3192,131,1960,80977,1.94,-1254.0,15.2,7.33,208,25.9,185
3193,131,1955,73554,1.88,-1046.0,14.9,7.33,189,23.7,183
3194,132,2020,198414,0.67,-2803.0,21.8,3.9,70,18.0,188
3195,132,2019,197097,0.49,-2803.0,21.1,4.11,70,18.2,188
3196,132,2018,196129,0.4,-2803.0,21.1,4.11,69,18.4,188
3197,132,2017,195352,0.42,-2803.0,21.1,4.11,69,18.6,188
3198,132,2016,194535,0.53,-2803.0,21.1,4.11,69,18.7,188
3199,132,2015,193513,0.8,-2438.0,20.9,4.16,68,18.9,188
3200,132,2010,185949,0.68,-3017.0,20.8,4.47,66,20.1,187
3201,132,2005,179727,0.6,-3128.0,20.3,4.44,64,21.2,186
3202,132,2000,174454,0.51,-3428.0,19.5,4.62,62,22.0,185
3203,132,1995,170054,0.88,-2800.0,19.1,4.92,60,21.5,184
3204,132,1990,162803,0.35,-3905.0,18.7,5.35,58,21.2,184
3205,132,1985,159990,0.57,-3739.0,17.6,5.91,57,21.2,183
3206,132,1980,155525,0.54,-3796.0,16.4,6.49,55,21.2,180
3207,132,1975,151359,1.12,-2983.0,15.0,7.0,53,21.0,179
3208,132,1970,143149,2.41,-1361.0,14.7,7.35,51,20.4,178
3209,132,1965,127054,3.18,-680.0,14.5,7.63,45,19.3,176
3210,132,1960,108629,2.9,-895.0,15.2,7.63,38,18.9,177
3211,132,1955,94178,2.78,-996.0,15.6,7.63,33,17.4,176
3229,133,2020,219159,1.91,-1680.0,18.6,4.35,228,74.0,187
3230,133,2019,215056,1.91,-1680.0,18.3,4.55,224,73.0,187
3231,133,2018,211028,1.9,-1680.0,18.3,4.55,220,72.0,187
3232,133,2017,207089,1.9,-1680.0,18.3,4.55,216,71.0,187
3233,133,2016,203227,1.9,-1680.0,18.3,4.55,212,69.9,187
3234,133,2015,199432,2.03,-1680.0,18.3,4.6,208,68.8,187
3235,133,2010,180371,2.75,-678.0,18.3,4.85,188,62.9,188
3236,133,2005,157472,2.05,-1680.0,17.6,5.08,164,58.5,190
3237,133,2000,142262,1.56,-1910.0,17.2,5.3,148,52.1,191
3238,133,1995,131678,2.01,-1120.0,16.3,5.68,137,46.7,191
3239,133,1990,119209,2.59,-438.0,15.7,5.96,124,41.7,190
3240,133,1985,104924,1.84,-1200.0,15.9,6.24,109,37.6,191
3241,133,1980,95794,2.87,-244.0,16.1,6.5,100,33.2,192
3242,133,1975,83138,2.2,-502.0,16.0,6.52,87,31.4,193
3243,133,1970,74564,2.82,-149.0,16.2,6.4,78,29.4,193
3244,133,1965,64892,0.18,-1830.0,20.1,6.3,68,21.8,189
3245,133,1960,64302,1.8,-696.0,24.4,6.2,67,16.1,189
3246,133,1955,58806,-0.4,-1828.0,24.5,6.2,61,14.7,189
3256,134,1995,18638787,2.8,-22000.0,19.4,5.55,9,79.1,48
3262,134,1965,4843635,3.46,25198.0,18.2,7.26,2,38.8,84
3263,134,1960,4086539,2.81,5194.0,18.5,7.18,2,31.3,83
3264,134,1955,3558155,2.65,5258.0,18.8,7.18,2,26.0,84
3265,135,2020,16743927,2.75,-20000.0,18.5,4.65,87,49.4,70
3266,135,2019,16296364,2.79,-20000.0,18.2,4.93,85,49.0,71
3267,135,2018,15854323,2.82,-20000.0,18.2,4.93,82,48.5,71
3268,135,2017,15419355,2.84,-20000.0,18.2,4.93,80,48.0,71
3269,135,2016,14993519,2.85,-20000.0,18.2,4.93,78,47.6,71
3274,135,1995,8690164,2.92,-15401.0,16.9,6.2,45,39.9,82
3275,135,1990,7526307,3.07,-12058.0,16.5,6.7,39,39.0,84
3276,135,1985,6471327,3.0,-17022.0,16.4,7.25,34,37.6,86
3277,135,1980,5583165,2.52,-26957.0,16.8,7.25,29,35.8,89
3278,135,1975,4929846,2.98,13117.0,17.7,7.25,26,33.7,90
3279,135,1970,4257505,2.94,17304.0,17.7,7.25,22,30.0,93
3280,135,1965,3682876,2.81,10000.0,17.7,7.1,19,26.4,96
3281,135,1960,3206749,2.69,8809.0,18.2,6.9,17,23.0,96
3282,135,1955,2808225,2.46,6607.0,18.6,6.8,15,20.0,96
3283,136,2020,8737371,-0.4,4000.0,41.6,1.46,100,56.2,99
3284,136,2019,8772235,-0.35,4000.0,40.7,1.46,100,56.0,99
3285,136,2018,8802754,-0.3,4000.0,40.7,1.46,101,55.8,98
3286,136,2017,8829628,-0.27,4000.0,40.7,1.46,101,55.7,97
3287,136,2016,8853963,-0.26,4000.0,40.7,1.46,101,55.6,96
3288,136,2015,8876777,-0.26,5912.0,40.5,1.46,101,55.5,96
3289,136,2010,8991254,-0.44,-23911.0,38.7,1.58,103,55.2,92
3293,136,1990,9517675,0.56,-5498.0,33.2,2.23,109,50.4,72
3294,136,1985,9253405,0.76,-2072.0,32.1,2.32,106,48.3,70
3295,136,1980,8908294,0.95,1536.0,30.9,2.37,102,46.1,65
3296,136,1975,8497170,0.91,-4130.0,29.9,2.36,97,43.1,64
3297,136,1970,8119860,0.72,-17949.0,30.1,2.43,93,39.7,64
3298,136,1965,7835083,0.73,-17628.0,29.2,2.51,90,34.2,56
3299,136,1960,7556727,0.87,-10011.0,27.9,2.57,86,29.1,58
3300,136,1955,7234922,1.45,7041.0,26.5,3.22,83,24.4,56
3301,137,2020,98347,0.62,-200.0,34.2,2.46,214,56.2,200
3302,137,2019,97739,0.66,-200.0,33.1,2.4,212,55.9,200
3303,137,2018,97096,0.7,-200.0,33.1,2.4,211,55.6,200
3304,137,2017,96418,0.74,-200.0,33.1,2.4,210,55.3,200
3305,137,2016,95710,0.77,-200.0,33.1,2.4,208,55.0,200
3306,137,2015,94978,0.8,-200.0,32.8,2.38,206,54.7,200
3307,137,2010,91264,0.58,-545.0,31.3,2.3,198,53.4,200
3308,137,2005,88648,1.82,527.0,28.9,2.2,193,51.7,200
3309,137,2000,80996,1.11,-51.0,26.2,2.18,176,50.5,200
3310,137,1995,76649,1.67,101.0,24.5,2.57,167,49.7,200
3311,137,1990,70570,0.23,-1039.0,21.9,2.94,153,49.3,199
3312,137,1985,69775,1.04,-637.0,21.8,3.51,152,49.3,199
3313,137,1980,66244,2.14,-60.0,19.9,4.27,144,49.4,198
3314,137,1975,59585,2.62,34.0,18.9,5.38,130,46.3,199
3315,137,1970,52368,2.28,-222.0,18.0,5.92,114,39.1,201
3316,137,1965,46782,2.37,-197.0,19.9,5.59,102,33.1,198
3317,137,1960,41603,1.32,-512.0,22.0,5.0,90,27.6,200
3318,137,1955,38955,1.41,-475.0,24.1,5.0,85,27.4,198
3319,138,2020,7976983,2.1,-4200.0,19.4,4.32,111,43.3,103
3320,138,2019,7813215,2.13,-4200.0,18.9,4.73,108,42.9,103
3321,138,2018,7650150,2.16,-4200.0,18.9,4.73,106,42.4,103
3322,138,2017,7488423,2.18,-4200.0,18.9,4.73,104,42.0,103
3323,138,2016,7328834,2.19,-4200.0,18.9,4.73,102,41.6,103
3324,138,2015,7171914,2.25,-4200.0,18.7,4.84,99,41.2,105
3325,138,2010,6415634,2.59,12000.0,18.2,5.57,89,39.1,105
3327,138,2000,4584571,1.27,-30000.0,17.7,6.48,64,35.5,113
3329,138,1990,4319762,2.57,12549.0,18.0,6.72,60,33.2,112
3330,138,1985,3805311,2.35,0.0,18.3,6.72,53,31.9,113
3331,138,1980,3388495,2.21,0.0,18.8,6.65,47,29.6,113
3332,138,1975,3037154,2.04,0.0,19.5,6.57,42,27.3,116
3333,138,1970,2744891,1.82,0.0,20.3,6.41,38,23.5,115
3334,138,1965,2508219,1.59,0.0,20.8,6.25,35,20.1,111
3335,138,1960,2317636,1.36,0.0,21.0,6.03,32,17.2,111
3336,138,1955,2165815,1.19,0.0,20.9,6.03,30,14.7,111
3372,139,2020,5459642,0.05,1485.0,41.2,1.5,114,53.7,118
3373,139,2019,5457013,0.07,1485.0,39.6,1.4,113,53.7,117
3374,139,2018,5453014,0.09,1485.0,39.6,1.4,113,53.7,117
3375,139,2017,5447900,0.11,1485.0,39.6,1.4,113,53.7,117
3376,139,2016,5442003,0.12,1485.0,39.6,1.4,113,53.8,117
3377,139,2015,5435611,0.12,2269.0,39.2,1.38,113,53.9,117
3378,139,2010,5404294,0.02,-1771.0,37.3,1.32,112,54.7,113
3379,139,2005,5398963,0.0,240.0,35.4,1.22,112,55.6,111
3380,139,2000,5399211,0.09,-593.0,33.9,1.4,112,56.2,103
3381,139,1995,5375470,0.33,-3022.0,32.4,1.87,112,56.5,100
3382,139,1990,5288454,0.47,-7062.0,31.2,2.15,110,56.5,98
3383,139,1985,5166798,0.67,-6955.0,30.0,2.27,107,54.2,96
3384,139,1980,4996731,1.01,-1939.0,28.8,2.46,104,51.6,94
3385,139,1975,4752540,0.92,-3051.0,28.4,2.51,99,46.3,92
3386,139,1970,4538841,0.7,-11568.0,28.3,2.54,94,41.1,88
3387,139,1965,4383452,1.15,-5285.0,28.0,2.91,91,37.0,81
3388,139,1960,4140129,1.65,3597.0,27.6,3.24,86,33.5,82
3389,139,1955,3815402,2.11,13705.0,27.4,3.5,79,31.7,81
3390,140,2020,2078938,0.01,2000.0,44.5,1.6,103,55.2,149
3391,140,2019,2078654,0.04,2000.0,43.3,1.58,103,54.9,149
3392,140,2018,2077837,0.07,2000.0,43.3,1.58,103,54.6,149
3393,140,2017,2076394,0.11,2000.0,43.3,1.58,103,54.4,148
3394,140,2016,2074210,0.15,2000.0,43.3,1.58,103,54.1,148
3395,140,2015,2071199,0.27,3314.0,43.0,1.58,103,53.9,147
3396,140,2010,2043337,0.48,7870.0,41.6,1.44,101,52.7,145
3397,140,2005,1994976,0.07,3000.0,40.1,1.21,99,51.6,145
3398,140,2000,1987717,-0.03,297.0,38.1,1.25,99,50.8,145
3399,140,1995,1991131,-0.15,-3492.0,36.2,1.33,99,50.6,142
3400,140,1990,2006405,0.62,6522.0,34.2,1.65,100,50.4,141
3401,140,1985,1945130,1.16,13673.0,32.5,1.93,97,49.6,138
3402,140,1980,1835831,1.05,6937.0,31.6,2.16,91,48.0,136
3403,140,1975,1742623,0.86,3588.0,31.4,2.2,87,42.4,135
3404,140,1970,1669581,0.49,-2990.0,31.0,2.27,83,37.0,134
3405,140,1965,1629433,0.53,-4412.0,30.3,2.34,81,32.5,124
3406,140,1960,1586637,0.77,-1934.0,29.2,2.38,79,28.2,128
3407,140,1955,1527205,0.72,-4000.0,28.2,2.68,76,23.8,124
3408,141,2020,686884,2.55,-1600.0,19.9,4.44,25,23.2,166
3409,141,2019,669823,2.6,-1600.0,19.6,4.44,24,23.0,166
3410,141,2018,652857,2.64,-1600.0,19.6,4.44,23,22.7,166
3411,141,2017,636039,2.68,-1600.0,19.6,4.44,23,22.4,166
3412,141,2016,619438,2.71,-1600.0,19.6,4.44,22,22.1,167
3413,141,2015,603118,2.7,-1600.0,19.6,4.44,22,21.8,167
3414,141,2010,527861,2.35,-2851.0,19.5,4.4,19,20.0,169
3415,141,2005,469918,2.63,-1689.0,19.1,4.6,17,17.8,169
3416,141,2000,412660,2.81,-1057.0,18.7,4.91,15,15.8,172
3417,141,1995,359281,2.87,-1336.0,17.9,5.53,13,14.7,174
3418,141,1990,311866,2.87,-1701.0,17.0,6.13,11,13.7,174
3419,141,1985,270788,3.27,-684.0,16.2,6.43,10,12.4,174
3420,141,1980,230546,3.58,-483.0,16.3,7.04,8,10.6,174
3421,141,1975,193402,3.83,86.0,16.3,7.24,7,9.1,175
